id_ocorrencia,data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,status_investigacao,latitude,longitude
OCR100142,2023-04-11 19:48:16.958988,Torre,Ameaça,Estupro Coletivo,Arma de Fogo,2,4,Feminino,25,Delegacia Boa Viagem,Em Investigação,-8.13141694053573,-34.86838721178132
OCR100143,2023-03-18 19:48:16.958991,Imbiribeira,Latrocínio,Golpe Telefônico,Explosivos,1,4,Não Informado,16,Delegacia Casa Forte,Concluído,-8.056333124196478,-34.94758998354214
OCR100144,2024-12-14 19:48:16.958994,Espinheiro,Sequestro,Arrombamento,Faca,1,3,Masculino,42,Delegacia Boa Viagem,Em Investigação,-8.114590642975937,-34.889296777092525
OCR100145,2024-02-19 19:48:16.958997,Boa Viagem,Estupro,Crime Cibernético,Explosivos,1,4,Feminino,65,Delegacia Torre,Em Investigação,-8.148920867063671,-34.94046985422087
OCR100146,2025-04-22 19:48:16.959007,Casa Forte,Tráfico de Drogas,Fraude Online,Faca,4,3,Não Informado,53,Delegacia Torre,Em Investigação,-8.123176129987401,-34.89767968163256
OCR100147,2022-11-12 19:48:16.959009,Graças,Estupro,Golpe Telefônico,Objeto Contundente,0,0,Não Informado,40,Delegacia Casa Forte,Em Investigação,-8.148403201155482,-34.91666256356033
OCR100148,2025-08-01 19:48:16.959010,Afogados,Sequestro,Crime Cibernético,Arma de Fogo,1,4,Masculino,34,Delegacia Boa Viagem,Arquivado,-8.132389711006503,-34.85590903252891
OCR100149,2023-12-13 19:48:16.959012,Torre,Estelionato,Arrombamento,Faca,3,1,Feminino,53,Delegacia Boa Viagem,Arquivado,-8.070666311395374,-34.855367055107116
OCR100150,2023-11-12 19:48:16.959014,Tamarineira,Roubo,Emboscada,Nenhum,2,4,Feminino,56,Delegacia Casa Forte,Em Investigação,-8.136455080501758,-34.8618005782209
OCR100151,2024-02-01 19:48:16.959016,Afogados,Estelionato,Estupro Coletivo,Arma de Fogo,3,1,Não Informado,17,Delegacia Torre,Em Investigação,-8.053581718435085,-34.86290858305762
OCR100152,2025-05-11 19:48:16.959018,Graças,Tráfico de Drogas,Estupro Coletivo,Explosivos,1,2,Feminino,47,Delegacia Afogados,Concluído,-8.092053961855731,-34.88045622346534
OCR100153,2023-05-15 19:48:16.959019,Casa Forte,Estupro,Fraude Online,Arma de Fogo,0,4,Feminino,46,Delegacia Casa Forte,Concluído,-8.056966680856256,-34.89226002054956
OCR100154,2023-10-12 19:48:16.959021,Torre,Estupro,Crime Cibernético,Objeto Contundente,1,2,Feminino,21,Delegacia Pina,Concluído,-8.126266370399472,-34.930871130018986
OCR100155,2023-02-26 19:48:16.959023,Boa Viagem,Estelionato,Assalto a Mão Armada,Arma de Fogo,1,0,Feminino,51,Delegacia Boa Viagem,Arquivado,-8.098322016236175,-34.91784860702087
OCR100156,2024-07-04 19:48:16.959025,Casa Forte,Estelionato,Emboscada,Arma de Fogo,3,3,Masculino,47,Delegacia Afogados,Em Investigação,-8.107974479880232,-34.86636356341068
OCR100157,2023-03-17 19:48:16.959027,Pina,Estelionato,Invasão Residencial,Explosivos,0,4,Não Informado,16,Delegacia Torre,Concluído,-8.062570154456434,-34.86149538705807
OCR100158,2022-12-24 19:48:16.959028,Tamarineira,Latrocínio,Arrombamento,Arma de Fogo,3,4,Feminino,35,Delegacia Pina,Concluído,-8.09695658137068,-34.911961048313984
OCR100159,2023-07-28 19:48:16.959030,Graças,Violência Doméstica,Crime Cibernético,Nenhum,1,0,Feminino,25,Delegacia Casa Forte,Em Investigação,-8.075530567688961,-34.94091932403527
OCR100160,2024-10-06 19:48:16.959032,Afogados,Sequestro,Estupro Coletivo,Objeto Contundente,0,2,Masculino,24,Delegacia Santo Amaro,Arquivado,-8.080420957332938,-34.899207515705314
OCR100161,2025-01-31 19:48:16.959036,Espinheiro,Roubo,Uso de Arma de Fogo,Objeto Contundente,1,3,Feminino,58,Delegacia Boa Viagem,Concluído,-8.14267891333367,-34.939559584910164
OCR100162,2025-06-10 19:48:16.959038,Casa Forte,Roubo,Uso de Arma de Fogo,Explosivos,2,3,Masculino,19,Delegacia Torre,Arquivado,-8.093477770373179,-34.913389008176814
OCR100163,2024-08-03 19:48:16.959040,Espinheiro,Sequestro,Estelionato Bancário,Explosivos,0,0,Não Informado,47,Delegacia Boa Viagem,Concluído,-8.103841256309757,-34.94749535314112
OCR100164,2023-05-15 19:48:16.959042,Santo Amaro,Tráfico de Drogas,Emboscada,Objeto Contundente,0,0,Masculino,28,Delegacia Santo Amaro,Concluído,-8.139163639750159,-34.91022875947862
OCR100165,2024-11-05 19:48:16.959044,Casa Forte,Ameaça,Assalto a Mão Armada,Faca,4,4,Não Informado,36,Delegacia Casa Forte,Arquivado,-8.083540335382436,-34.871546002128476
OCR100166,2024-07-04 19:48:16.959046,Graças,Furto,Golpe Telefônico,Nenhum,1,4,Feminino,62,Delegacia Afogados,Em Investigação,-8.127446403901054,-34.85493788447114
OCR100167,2022-10-28 19:48:16.959049,Casa Forte,Latrocínio,Golpe Telefônico,Faca,1,3,Masculino,26,Delegacia Santo Amaro,Concluído,-8.067647731490922,-34.868012797324575
OCR100168,2025-05-03 19:48:16.959052,Pina,Furto,Estupro Coletivo,Objeto Contundente,0,4,Masculino,39,Delegacia Torre,Arquivado,-8.129789557647527,-34.870561316470514
OCR100169,2024-03-02 19:48:16.959055,Boa Viagem,Homicídio,Golpe Telefônico,Objeto Contundente,0,0,Não Informado,61,Delegacia Pina,Concluído,-8.052761626236432,-34.93489425324894
OCR100170,2022-10-16 19:48:16.959058,Torre,Latrocínio,Golpe Telefônico,Faca,0,2,Não Informado,30,Delegacia Santo Amaro,Arquivado,-8.124149671534534,-34.93330095064921
OCR100171,2023-08-09 19:48:16.959061,Pina,Roubo,Estupro Coletivo,Explosivos,2,0,Masculino,60,Delegacia Afogados,Arquivado,-8.113647271445972,-34.8913005662477
OCR100172,2023-06-28 19:48:16.959064,Casa Forte,Estupro,Emboscada,Nenhum,4,4,Não Informado,35,Delegacia Afogados,Arquivado,-8.055054838721931,-34.94659524357088
OCR100173,2025-01-04 19:48:16.959068,Torre,Tráfico de Drogas,Estelionato Bancário,Nenhum,0,4,Não Informado,65,Delegacia Santo Amaro,Concluído,-8.14037333204693,-34.88273920162771
OCR100174,2023-07-15 19:48:16.959071,Graças,Violência Doméstica,Estelionato Bancário,Nenhum,2,1,Feminino,22,Delegacia Santo Amaro,Em Investigação,-8.136857265043554,-34.92565184025979
OCR100175,2023-03-27 19:48:16.959074,Torre,Furto,Arrombamento,Faca,0,0,Masculino,21,Delegacia Pina,Arquivado,-8.112038992103706,-34.93117013732138
OCR100176,2023-06-29 19:48:16.959077,Espinheiro,Tráfico de Drogas,Emboscada,Nenhum,0,2,Não Informado,66,Delegacia Casa Forte,Arquivado,-8.132319982836735,-34.88737108355322
OCR100177,2022-12-30 19:48:16.959080,Imbiribeira,Violência Doméstica,Golpe Telefônico,Arma de Fogo,4,0,Masculino,65,Delegacia Afogados,Arquivado,-8.11471171750763,-34.89651953998629
OCR100178,2024-10-02 19:48:16.959083,Pina,Homicídio,Estupro Coletivo,Arma de Fogo,4,4,Masculino,39,Delegacia Casa Forte,Em Investigação,-8.144103742319526,-34.89063521852171
OCR100179,2023-07-16 19:48:16.959087,Espinheiro,Furto,Golpe Telefônico,Faca,2,2,Não Informado,40,Delegacia Afogados,Em Investigação,-8.087935374333306,-34.93712554861281
OCR100180,2024-04-20 19:48:16.959091,Santo Amaro,Latrocínio,Assalto a Mão Armada,Nenhum,2,1,Não Informado,29,Delegacia Santo Amaro,Arquivado,-8.114640453603064,-34.89962055456708
OCR100181,2024-02-13 19:48:16.959095,Casa Forte,Estupro,Estelionato Bancário,Objeto Contundente,2,0,Feminino,64,Delegacia Torre,Concluído,-8.140672608287051,-34.93008538748975
OCR100182,2025-03-06 19:48:16.959096,Torre,Tráfico de Drogas,Crime Cibernético,Arma de Fogo,0,4,Feminino,53,Delegacia Santo Amaro,Em Investigação,-8.089086479331714,-34.92610720600836
OCR100183,2025-04-28 19:48:16.959098,Afogados,Violência Doméstica,Fraude Online,Arma de Fogo,4,4,Não Informado,56,Delegacia Pina,Em Investigação,-8.104547927732744,-34.93905756655512
OCR100184,2023-06-24 19:48:16.959100,Torre,Estupro,Emboscada,Objeto Contundente,1,0,Masculino,33,Delegacia Afogados,Em Investigação,-8.136004098820216,-34.908873579612056
OCR100185,2024-07-19 19:48:16.959103,Tamarineira,Estelionato,Crime Cibernético,Faca,0,4,Masculino,67,Delegacia Pina,Em Investigação,-8.10726511003332,-34.907323598709326
OCR100186,2024-03-16 19:48:16.959106,Afogados,Estelionato,Fraude Online,Explosivos,2,1,Não Informado,29,Delegacia Torre,Concluído,-8.083329876831023,-34.92785851337193
OCR100187,2023-03-21 19:48:16.959110,Casa Forte,Tráfico de Drogas,Assalto a Mão Armada,Nenhum,2,2,Não Informado,50,Delegacia Afogados,Concluído,-8.12651805127869,-34.937771889762296
OCR100188,2024-05-28 19:48:16.959112,Afogados,Tráfico de Drogas,Estelionato Bancário,Arma de Fogo,1,3,Feminino,39,Delegacia Santo Amaro,Concluído,-8.129975334608552,-34.889540597169216
OCR100189,2025-02-07 19:48:16.959116,Pina,Homicídio,Assalto a Mão Armada,Arma de Fogo,3,4,Feminino,54,Delegacia Boa Viagem,Em Investigação,-8.076966487203872,-34.90198705247661
OCR100190,2023-11-19 19:48:16.959119,Santo Amaro,Roubo,Crime Cibernético,Explosivos,2,4,Feminino,18,Delegacia Boa Viagem,Arquivado,-8.09724164861959,-34.882266630000245
OCR100191,2024-07-30 19:48:16.959122,Tamarineira,Ameaça,Estupro Coletivo,Explosivos,2,4,Masculino,63,Delegacia Pina,Concluído,-8.063535345078009,-34.89993743576852
OCR100192,2023-01-01 19:48:16.959125,Boa Viagem,Latrocínio,Assalto a Mão Armada,Objeto Contundente,2,1,Não Informado,66,Delegacia Pina,Arquivado,-8.05951384796936,-34.949476552387175
OCR100193,2023-04-28 19:48:16.959128,Graças,Latrocínio,Emboscada,Objeto Contundente,3,4,Não Informado,16,Delegacia Santo Amaro,Concluído,-8.080808801334042,-34.9016098120277
OCR100194,2025-05-10 19:48:16.959131,Espinheiro,Ameaça,Emboscada,Arma de Fogo,1,4,Masculino,14,Delegacia Torre,Em Investigação,-8.095617212314952,-34.93037839004924
OCR100195,2024-05-20 19:48:16.959141,Boa Viagem,Furto,Crime Cibernético,Explosivos,1,1,Feminino,22,Delegacia Casa Forte,Concluído,-8.118718451389967,-34.91560532044821
OCR100196,2023-10-09 19:48:16.959144,Tamarineira,Sequestro,Estupro Coletivo,Objeto Contundente,3,3,Feminino,22,Delegacia Boa Viagem,Arquivado,-8.074417558319917,-34.93168514694199
OCR100197,2023-06-15 19:48:16.959146,Boa Viagem,Furto,Crime Cibernético,Nenhum,0,4,Masculino,14,Delegacia Santo Amaro,Em Investigação,-8.090029313923772,-34.89130014655878
OCR100198,2022-09-17 19:48:16.959148,Tamarineira,Sequestro,Fraude Online,Faca,1,3,Não Informado,68,Delegacia Casa Forte,Em Investigação,-8.125978753374651,-34.88865153810463
OCR100199,2025-05-22 19:48:16.959150,Santo Amaro,Tráfico de Drogas,Fraude Online,Nenhum,0,0,Feminino,37,Delegacia Santo Amaro,Concluído,-8.09424928486201,-34.90508727526494
OCR100200,2024-10-11 19:48:16.959151,Graças,Ameaça,Fraude Online,Faca,1,3,Feminino,19,Delegacia Casa Forte,Arquivado,-8.149175466990524,-34.94580997739741
OCR100201,2022-12-04 19:48:16.959154,Afogados,Homicídio,Assalto a Mão Armada,Arma de Fogo,3,0,Feminino,47,Delegacia Pina,Concluído,-8.059909555742745,-34.91274847360833
OCR100202,2024-04-29 19:48:16.959156,Afogados,Estupro,Golpe Telefônico,Explosivos,0,0,Masculino,68,Delegacia Boa Viagem,Arquivado,-8.091544677273253,-34.88423394869632
OCR100203,2024-04-22 19:48:16.959157,Espinheiro,Latrocínio,Estelionato Bancário,Explosivos,0,0,Masculino,19,Delegacia Boa Viagem,Arquivado,-8.098616729110885,-34.935017224606185
OCR100204,2024-11-13 19:48:16.959159,Pina,Estelionato,Estupro Coletivo,Nenhum,0,4,Feminino,30,Delegacia Boa Viagem,Concluído,-8.093813418267368,-34.893843830798474
OCR100205,2023-11-09 19:48:16.959162,Santo Amaro,Tráfico de Drogas,Fraude Online,Objeto Contundente,0,4,Feminino,57,Delegacia Santo Amaro,Arquivado,-8.084672771021589,-34.91077732960812
OCR100206,2024-10-30 19:48:16.959165,Espinheiro,Violência Doméstica,Uso de Arma de Fogo,Nenhum,3,0,Não Informado,17,Delegacia Pina,Em Investigação,-8.059446919954036,-34.85081929782088
OCR100207,2023-01-15 19:48:16.959169,Torre,Sequestro,Crime Cibernético,Nenhum,3,3,Masculino,19,Delegacia Pina,Em Investigação,-8.079333436444404,-34.92605557312814
OCR100208,2024-01-15 19:48:16.959173,Torre,Homicídio,Emboscada,Arma de Fogo,3,2,Não Informado,57,Delegacia Torre,Concluído,-8.13444379816582,-34.92653980671411
OCR100209,2023-02-20 19:48:16.959177,Graças,Estelionato,Uso de Arma de Fogo,Arma de Fogo,3,0,Não Informado,20,Delegacia Casa Forte,Em Investigação,-8.10705198759508,-34.85708285502211
OCR100210,2024-05-02 19:48:16.959180,Torre,Sequestro,Crime Cibernético,Faca,2,1,Feminino,46,Delegacia Pina,Arquivado,-8.068930435702539,-34.90902760869832
OCR100211,2024-07-05 19:48:16.959183,Torre,Homicídio,Arrombamento,Arma de Fogo,3,4,Masculino,41,Delegacia Afogados,Concluído,-8.090698228979146,-34.930855768952426
OCR100212,2022-11-21 19:48:16.959187,Afogados,Furto,Estelionato Bancário,Faca,0,1,Masculino,44,Delegacia Afogados,Concluído,-8.146788119801165,-34.8732706787856
OCR100213,2024-01-01 19:48:16.959190,Graças,Homicídio,Golpe Telefônico,Arma de Fogo,1,0,Masculino,22,Delegacia Pina,Arquivado,-8.053412856072645,-34.93304940302209
OCR100214,2024-12-27 19:48:16.959194,Casa Forte,Estupro,Estupro Coletivo,Explosivos,1,1,Masculino,45,Delegacia Pina,Em Investigação,-8.087889995390608,-34.94468291036978
OCR100215,2025-07-08 19:48:16.959197,Torre,Estupro,Emboscada,Explosivos,3,2,Não Informado,46,Delegacia Boa Viagem,Em Investigação,-8.11729061241853,-34.90775840046919
OCR100216,2024-10-23 19:48:16.959199,Santo Amaro,Homicídio,Fraude Online,Nenhum,3,0,Feminino,38,Delegacia Afogados,Arquivado,-8.138795914475278,-34.86383204612719
OCR100217,2023-01-05 19:48:16.959202,Graças,Furto,Arrombamento,Explosivos,0,4,Feminino,60,Delegacia Pina,Concluído,-8.123742626959242,-34.94905231517128
OCR100218,2025-02-03 19:48:16.959204,Santo Amaro,Sequestro,Uso de Arma de Fogo,Objeto Contundente,1,4,Não Informado,63,Delegacia Pina,Concluído,-8.089033943029843,-34.94374914671528
OCR100219,2022-11-20 19:48:16.959207,Torre,Estupro,Arrombamento,Nenhum,3,2,Masculino,18,Delegacia Afogados,Concluído,-8.055888729017614,-34.886286772352655
OCR100220,2023-04-19 19:48:16.959210,Afogados,Violência Doméstica,Emboscada,Nenhum,2,3,Masculino,45,Delegacia Boa Viagem,Concluído,-8.052614559536485,-34.899483080436276
OCR100221,2023-01-13 19:48:16.959213,Casa Forte,Estelionato,Crime Cibernético,Faca,3,3,Feminino,14,Delegacia Pina,Arquivado,-8.147496698825151,-34.94160408014783
OCR100222,2024-09-03 19:48:16.959216,Torre,Estupro,Estelionato Bancário,Nenhum,0,3,Masculino,62,Delegacia Torre,Concluído,-8.070521432883597,-34.93026193279217
OCR100223,2023-07-03 19:48:16.959219,Pina,Ameaça,Arrombamento,Faca,2,3,Masculino,39,Delegacia Casa Forte,Arquivado,-8.061224536899296,-34.945421595330636
OCR100224,2023-03-08 19:48:16.959223,Santo Amaro,Estelionato,Estelionato Bancário,Faca,1,1,Masculino,65,Delegacia Boa Viagem,Em Investigação,-8.115163166238043,-34.91656955339495
OCR100225,2024-06-20 19:48:16.959226,Espinheiro,Violência Doméstica,Estupro Coletivo,Faca,4,1,Não Informado,47,Delegacia Afogados,Concluído,-8.074821820420777,-34.926727281500376
OCR100226,2024-05-31 19:48:16.959238,Santo Amaro,Estupro,Assalto a Mão Armada,Faca,3,2,Não Informado,41,Delegacia Torre,Arquivado,-8.082203960388998,-34.86965966265878
OCR100227,2023-06-30 19:48:16.959241,Tamarineira,Tráfico de Drogas,Emboscada,Arma de Fogo,2,2,Masculino,26,Delegacia Pina,Em Investigação,-8.11137187648049,-34.89452571099928
OCR100228,2024-04-02 19:48:16.959243,Imbiribeira,Estupro,Crime Cibernético,Explosivos,3,0,Feminino,61,Delegacia Torre,Concluído,-8.133378513375089,-34.94949247650793
OCR100229,2024-01-10 19:48:16.959245,Boa Viagem,Sequestro,Crime Cibernético,Explosivos,0,0,Não Informado,45,Delegacia Santo Amaro,Em Investigação,-8.135371771376253,-34.86693215374024
OCR100230,2025-04-12 19:48:16.959247,Casa Forte,Roubo,Uso de Arma de Fogo,Faca,0,3,Masculino,25,Delegacia Casa Forte,Concluído,-8.050144039314322,-34.87688972551434
OCR100231,2023-04-22 19:48:16.959248,Santo Amaro,Estupro,Golpe Telefônico,Nenhum,2,1,Masculino,37,Delegacia Boa Viagem,Arquivado,-8.133597237864679,-34.9097109917725
OCR100232,2025-04-28 19:48:16.959250,Imbiribeira,Estelionato,Estelionato Bancário,Nenhum,0,0,Feminino,68,Delegacia Afogados,Em Investigação,-8.095734343044787,-34.92126358920797
OCR100233,2023-12-10 19:48:16.959252,Pina,Furto,Uso de Arma de Fogo,Explosivos,0,0,Masculino,66,Delegacia Casa Forte,Arquivado,-8.102721288826562,-34.948668991572255
OCR100234,2025-01-09 19:48:16.959254,Casa Forte,Latrocínio,Estelionato Bancário,Faca,2,2,Masculino,22,Delegacia Boa Viagem,Arquivado,-8.067060179986495,-34.93029450832185
OCR100235,2025-06-26 19:48:16.959256,Imbiribeira,Ameaça,Golpe Telefônico,Explosivos,3,4,Masculino,50,Delegacia Pina,Em Investigação,-8.083115158175112,-34.883182334990444
OCR100236,2023-08-14 19:48:16.959258,Espinheiro,Homicídio,Invasão Residencial,Explosivos,1,4,Masculino,50,Delegacia Boa Viagem,Concluído,-8.05189283410086,-34.92428784500896
OCR100237,2023-03-26 19:48:16.959260,Tamarineira,Tráfico de Drogas,Arrombamento,Objeto Contundente,1,0,Não Informado,60,Delegacia Afogados,Em Investigação,-8.117938583046357,-34.858792574940644
OCR100238,2023-09-25 19:48:16.959261,Graças,Latrocínio,Invasão Residencial,Faca,1,0,Feminino,22,Delegacia Pina,Arquivado,-8.052002822459116,-34.87155708373965
OCR100239,2023-06-30 19:48:16.959263,Santo Amaro,Latrocínio,Estupro Coletivo,Nenhum,0,0,Masculino,56,Delegacia Afogados,Concluído,-8.111891261733112,-34.863922094486426
OCR100240,2023-09-09 19:48:16.959265,Tamarineira,Estelionato,Arrombamento,Faca,0,2,Não Informado,41,Delegacia Afogados,Em Investigação,-8.131655022018974,-34.92419636079193
OCR100241,2024-08-08 19:48:16.959266,Espinheiro,Roubo,Estelionato Bancário,Nenhum,1,0,Feminino,58,Delegacia Pina,Concluído,-8.056886787902593,-34.88451142796914
OCR100242,2023-12-08 19:48:16.959268,Santo Amaro,Furto,Assalto a Mão Armada,Objeto Contundente,0,4,Não Informado,59,Delegacia Casa Forte,Em Investigação,-8.053626843508741,-34.93922525426895
OCR100243,2022-11-01 19:48:16.959270,Pina,Ameaça,Estelionato Bancário,Objeto Contundente,3,4,Feminino,69,Delegacia Boa Viagem,Arquivado,-8.100276489462086,-34.91499775145196
OCR100244,2022-09-01 19:48:16.959271,Graças,Latrocínio,Arrombamento,Explosivos,2,1,Feminino,15,Delegacia Afogados,Concluído,-8.126609147123348,-34.9290428471797
OCR100245,2022-10-29 19:48:16.959273,Pina,Violência Doméstica,Invasão Residencial,Explosivos,2,4,Não Informado,32,Delegacia Santo Amaro,Arquivado,-8.112488901799827,-34.86526911244199
OCR100246,2024-07-23 19:48:16.959275,Casa Forte,Violência Doméstica,Emboscada,Nenhum,4,4,Feminino,25,Delegacia Boa Viagem,Concluído,-8.11093944594954,-34.90318445094979
OCR100247,2025-05-15 19:48:16.959277,Pina,Roubo,Golpe Telefônico,Arma de Fogo,3,1,Masculino,39,Delegacia Casa Forte,Concluído,-8.0791222084926,-34.88964685518937
OCR100248,2023-11-21 19:48:16.959279,Pina,Latrocínio,Golpe Telefônico,Faca,2,1,Masculino,14,Delegacia Boa Viagem,Em Investigação,-8.05881303714443,-34.92341117828048
OCR100249,2023-10-12 19:48:16.959280,Boa Viagem,Tráfico de Drogas,Crime Cibernético,Explosivos,0,3,Masculino,28,Delegacia Torre,Em Investigação,-8.136648727431547,-34.94124533119181
OCR100250,2023-01-15 19:48:16.959282,Pina,Roubo,Emboscada,Nenhum,4,2,Feminino,53,Delegacia Casa Forte,Em Investigação,-8.12092526608059,-34.90379329167266
OCR100251,2023-06-13 19:48:16.959284,Espinheiro,Estelionato,Assalto a Mão Armada,Arma de Fogo,1,1,Masculino,31,Delegacia Afogados,Concluído,-8.066908528039939,-34.86594988421396
OCR100252,2025-05-18 19:48:16.959286,Santo Amaro,Estupro,Arrombamento,Faca,0,4,Feminino,55,Delegacia Torre,Em Investigação,-8.097818878277884,-34.948618719057464
OCR100253,2024-08-27 19:48:16.959287,Imbiribeira,Estupro,Crime Cibernético,Arma de Fogo,3,0,Não Informado,66,Delegacia Afogados,Concluído,-8.072110189234193,-34.859977230916606
OCR100254,2025-06-20 19:48:16.959289,Torre,Ameaça,Uso de Arma de Fogo,Nenhum,2,1,Não Informado,69,Delegacia Afogados,Concluído,-8.14595372786183,-34.93356168478612
OCR100255,2024-05-18 19:48:16.959291,Casa Forte,Tráfico de Drogas,Fraude Online,Objeto Contundente,3,4,Não Informado,20,Delegacia Torre,Concluído,-8.050016867973248,-34.88669529452872
OCR100256,2024-02-23 19:48:16.959294,Pina,Latrocínio,Estelionato Bancário,Arma de Fogo,3,3,Não Informado,68,Delegacia Casa Forte,Em Investigação,-8.078837307238942,-34.871411257508086
